Date,Vhembe,dis35AWRI,dis48AWRI,dis49AWRI,dis50AWRI,dis63AWRI,dis64AWRI,dis65AWRI,dis76AWRI,dis77AWRI,dis86AWRI,dis35EDI,dis48EDI,dis49EDI,dis65EDI,dis76EDI,dis35rainfall,dis48rainfall,dis49rainfall,dis50rainfall,dis63rainfall,dis64rainfall,dis65rainfall,dis76rainfall,dis77rainfall,dis86rainfall,TempThabazimi,TemLEPHALALE,TempPOLOKWANE,TempTHOHOYANDOUAWS,humidityTha,humidityLe,humidityPol,humidityThou,TempHOEDSPRUIT,humidityHoe
2004-01-31 00:00:00,115,206.6,155.4,314.8,156,203.1,143.5,117.9,192.9,186.7,238.5,-0.33,-2.1,-1.03,-1.64,-1.65,104.4,62.7,136.4,77.3,92.5,68.5,60,95,121.6,123.2,25.31828411,26.44932796,22.94260753,24.57115118,67.30503597,58.92876344,64.65994624,69.81969487,25.65833333,65.58870968
2004-02-29 00:00:00,81,242.2,255.2,426.7,221.2,327.6,215.4,200.8,250.5,253.8,304.1,-0.25,-1.24,-0.66,0.18,-0.87,93.8,142.6,198.7,109.1,180.5,111.9,117.5,111.7,121.9,132.1,23.76744186,24.68951149,21.99267241,23.97772989,74.26362039,69.40373563,68.67097701,74.04022989,24.98045977,70.72988506
2004-03-31 00:00:00,533,359.1,339,702.8,332,357.9,252.5,210.9,306.2,342.9,371,0.96,-0.77,1.31,0.43,0.65,181.8,155.5,392.2,171.8,121.2,96.5,66.9,122.5,158.3,147.7,21.95430108,23.15954301,20.53387097,21.96733871,82.14112903,77.07930108,75.09139785,85.00806452,23.09637097,78.3561828
2004-04-30 00:00:00,348,299.7,289.3,589.9,253.5,294.1,204.1,168.9,273.2,273.1,316.8,0.98,-0.87,1.39,0.19,0.86,38,41.6,82.1,12.3,27.9,17.1,11.6,46.7,21.9,41.9,19.56652778,21.11944444,19.06763889,20.85152778,78.69444444,75.32916667,69.57638889,80.92638889,21.79277778,73.62777778
2004-05-31 00:00:00,261,229.4,222.3,451.2,196.3,233.8,161.9,131.4,209.7,213.3,250.5,0.65,-0.99,0.97,0.02,0.5,0.1,1.2,1.6,0.4,5.9,3.8,0,0.6,2.3,6.6,14.97956989,17.48585573,15.5983871,17.33924731,72.72983871,68.81612447,59.67473118,73.54973118,19.09126344,67.30510753
2004-06-30 00:00:00,64,182.5,180.1,364.2,158.3,186.8,137,104.2,169.9,168.8,200.8,0.64,-1.05,0.97,0.01,0.57,1.9,5.1,9.3,3,2.2,9.2,0,4.4,0,3.4,11.57121001,14.19055556,12.14902778,14.8475,68.30180807,64.23888889,59.99027778,73.09027778,16.78541667,60.87222222
2004-07-31 00:00:00,31,155.3,148.1,300.7,127.2,158.9,109.6,82.9,138,134.8,159.8,0.78,-1.1,0.9,-0.05,0.65,10.9,5.7,12.7,1.6,11.1,1.8,0,3.7,0.3,1.1,10.73856563,13.0063172,12.40604839,15.20967742,63.38670285,54.35752688,52.12634409,62.21370968,16.69717742,56.26344086
2004-08-31 00:00:00,29,126.5,118.1,253.6,100.1,123.5,85.7,65.1,107.8,106.4,125.3,0.83,-1.18,0.95,-0.13,0.53,6,2.2,18.5,0.2,0.2,0,0,0,0,0.1,17.04543011,18.30913978,16.35900538,18.37043011,50.9361413,47.15188172,49.04704301,61.13978495,20.09784946,58.10887097
2004-09-30 00:00:00,290,103.3,94.4,205.2,82.3,97.6,66.8,49.8,82.8,83.6,99.2,0.31,-1.26,0.5,-0.5,-0.26,7.1,3.7,11.6,5.2,3.3,1,0,0.1,1.4,3.4,19.90527778,20.65777778,17.58166667,19.61888889,41.94166667,39.36666667,46.79027778,55.60277778,20.64847222,52.64027778
2004-10-31 00:00:00,300,97.2,100,197,89.6,123.3,65.9,71.8,85.2,78.7,92,-0.18,-1.45,0.08,-0.1,-0.81,21.4,30,44.2,28.9,51.8,16.6,35.4,24.2,16.6,19.4,24.5517663,24.35752688,20.6188172,22.075,43.94836957,44.18817204,51.83064516,60.15188172,23.07473118,56.88575269
2004-11-30 00:00:00,343,90.8,132.6,185.5,95.5,203.6,89.8,69.7,108.7,86.3,136.2,-1.03,-1.59,-0.89,-1.06,-1.28,21.7,62.3,44.6,32.9,118.8,44.3,20.7,49.8,31.5,72.7,26.3125,27.11527778,23.39833333,25.78791667,53.97916667,45.59583333,50.81388889,52.78055556,25.73097222,60.30138889
2004-12-31 00:00:00,232,126.1,159.6,281.4,136.8,243.5,141.9,104,203.4,192.2,219.1,-0.85,-2.01,-0.28,-1.06,-0.32,63.3,68.3,152.3,71.3,103.6,81.1,56.1,129.7,134.4,127.3,24.21214953,24.98978495,22.62311828,25.19301075,77.38317757,67.05645161,63.08333333,65.80510753,25.74193548,64.78897849
2005-01-31 00:00:00,953,142.8,190.2,293.7,149.1,268.6,133.7,123.2,205.6,165.4,209.3,-0.93,-1.68,-0.7,-0.92,-0.8,57.3,79.2,101.6,55.6,97.1,36.4,52.1,66.4,36.3,59.2,25.97405914,26.82889785,23.43857527,25.65456989,72.05645161,58.48924731,62.15053763,67.08467742,26.10954301,66.76747312
2005-02-28 00:00:00,216,123.6,170.6,249.4,135.3,249.8,147.3,120.1,227,145.3,212.4,-1.16,-1.63,-1.05,-0.91,-0.55,24,36.7,43.6,30.4,56.5,51.6,33.3,79.5,26.8,62,25.81502976,26.77291667,23.03348214,25.64151515,65.10267857,53.03720238,59.5625,61.43030303,26.18794643,63.01785714
2005-03-31 00:00:00,174,124.8,149.4,269,126.4,247.1,134.9,106.2,210.8,132.1,205.8,-1.12,-1.82,-0.95,-1.12,-0.84,35.2,23.8,88.1,27.5,60.1,27.1,17.3,44.6,24.4,49.4,23.45524194,24.83454301,20.73494624,23.48596491,71.21908602,54.01478495,66.8561828,70.14189189,24.4936828,65.44892473
2005-04-30 00:00:00,67,111.4,150,259.4,115.8,226,116.1,103.2,206.1,136.7,204,-1.17,-1.83,-0.86,-1.06,-0.51,17.7,35.6,58.6,19.3,38.2,13.4,21.6,46.1,35.2,48.1,20.00180556,21.60777778,18.29722222,21.115,77.49444444,64.59861111,71.24444444,73.80694444,22.33069444,66.41527778
2005-05-31 00:00:00,107,87.7,118.7,206,93.5,174.3,91.1,79.3,157.7,105.3,156.9,-1.23,-1.83,-0.91,-1.15,-0.71,2,4,8.6,4.1,0.3,1,0,0,0.9,1.2,16.90913978,18.78239247,16.16639785,19.10403338,66.40188172,55.68951613,63.03897849,64.1006993,20.8155914,58.80645161
2005-06-30 00:00:00,29,68.9,94.1,165.2,75,137.6,71.9,62.6,124.3,82.8,123.4,-1.31,-1.89,-0.97,-1.19,-0.78,0.2,1.3,4.6,1.8,0.5,0.1,0,0,0,0,14.55277778,16.40694444,14.37958333,17.60833333,60.57361111,55.11111111,60.68055556,64.04583333,19.47958333,56.39305556
2005-07-31 00:00:00,20,56.1,74.7,135,60.1,107.8,56.6,49.2,98.2,65.2,97.3,-1.34,-1.94,-1,-1.18,-0.81,2.2,1.1,6,1.4,0,0,0,0,0,0,12.63830645,14.64475806,12.86021505,16.25739247,55.17473118,51.21370968,56.84543011,61.6733871,18.01653226,56.54166667
2005-08-31 00:00:00,31,43.4,58.9,113.7,46.2,83.2,43.8,38,76.5,50.4,75.6,-1.43,-2,-1.03,-1.25,-0.94,0.2,1.3,9.7,0,0.2,0,0,0,0,0,19.1844086,19.58413978,16.73010753,19.52352151,49.83333333,48.38575269,57.89784946,58.31586022,20.98682796,55.13709677
2005-09-30 00:00:00,123,33.4,43.9,85.5,34.6,61.7,32.7,28.4,57.8,37.7,56.9,-1.54,-2.03,-1.23,-1.38,-1.15,0.9,0,0.2,0.1,0,0,0,0,0,0,23.99333333,23.46625,19.70361795,22.1975,31.80416667,33.72638889,45.97684515,46.7875,22.97986111,49.46111111
2005-10-31 00:00:00,108,26.8,37.1,90.2,26.7,67.5,23.2,19.8,42.5,26.6,47,-1.93,-2.4,-1.48,-1.84,-2.06,2.9,6,27.8,2.2,24.6,0.3,0,1.1,0,6.4,26.75228495,25.42392473,21.14744624,23.10551075,36.99462366,38.79032258,51.95833333,54.78225806,23.09086022,57.18548387
2005-11-30 00:00:00,23,57.5,103.6,168.5,70.8,164.6,91.6,97.7,117.6,89,148.7,-1.93,-2.29,-1.26,-0.89,-1.35,39.5,79.1,106.4,53.1,120.7,76.8,84.6,89.5,72,117.8,26.31902778,25.84944444,21.79152778,24.36125,53.00416667,30.61864407,62.16805556,60.75972222,24.70763889,61.12916667
2005-12-31 00:00:00,233,182.5,143.6,311.3,112.1,163.7,145.6,107.8,136.6,89.4,154.1,0.06,-2.59,0.07,-1.43,-2.19,144.6,74.5,197.3,65.5,53.1,85.3,43,59.5,31.4,55.3,24.68266129,24.2719086,20.63467742,22.11451613,67.22043011,53.84672619,74.02956989,78.00806452,24.0030914,66.56048387
2006-01-31 00:00:00,1133,303.6,273.4,534.7,178.2,293,201.1,153.6,239.1,217.8,283.6,0.79,-1.55,0.9,-0.87,-0.69,178.7,172.8,317.6,100.3,176.1,99.3,77,143.4,154,173.8,24.38696237,25.13723118,22.24314516,23.41276882,84.41801075,53.84672619,75.3655914,81.35349462,25.41787634,71.78360215
2006-02-28 00:00:00,1015,330.6,355.6,654,274,359.1,259.1,223.8,376.8,239.3,339.5,0.55,0.12,0.92,0.49,1.38,114.9,162,274.1,147.1,150.9,114.6,113.1,208.1,86.5,138.7,23.65229202,24.65877976,21.8016369,24.74182909,86.69779287,53.84672619,77.35565476,78.9850075,25.10535714,74.67261905
2006-03-31 00:00:00,410,322.5,388.5,707.6,313.1,337.1,284.9,237.7,377.5,258,310.6,0.63,0.37,1.33,0.83,1.83,78.3,129.7,229.8,115.6,74.8,95.3,75.3,107.1,82.3,62.4,21.35390071,21.53521505,19.46129032,21.66975806,89.32269504,53.84672619,78.48790323,83.66263441,22.26209677,75.94758065
2006-04-30 00:00:00,156,258.5,303,565.1,243.1,285.5,224,182.9,298.5,197.6,250.1,0.49,0.11,1.22,0.46,1.39,13.9,13.6,36.7,11.3,30.2,11.1,5.4,16.3,4.7,14.4,18.71518987,19.87513889,17.46094421,20.46083333,82.8649789,53.84672619,72.6323319,79.7,21.19875,73.55972222
2006-05-31 00:00:00,98,208.3,244.9,463.3,196.8,227.4,178.5,145.1,239.2,159.5,197.4,0.36,0.04,1.07,0.34,1.22,5.4,8.1,22.7,7.3,5.1,3.5,1.8,5.8,4.3,1.1,13.0875,15.10537634,13.52620968,17.2547043,75.82183908,53.84672619,62.97043011,69.9905914,18.24166667,59.85483871
2006-06-30 00:00:00,8,169.6,196.1,377.7,163.8,179.9,141.6,115.8,190.6,126.6,157.4,0.41,0.03,1.11,0.35,1.22,4.3,2.1,12.1,8,0,0,0.5,0.8,0,0.4,11.44414286,14.23611111,12.03361111,15.83458333,72.16142857,53.84672619,61.86944444,71.75277778,17.13416667,61.99583333
2006-07-31 00:00:00,2,134.1,155.7,300.4,129.6,143.3,113,91.9,151.9,100.6,127.1,0.3,-0.08,0.9,0.25,1.18,0,0.1,2.3,0.2,0.9,0.6,0,0.3,0,2.3,12.82741935,15.06048387,13.34578147,16.74435484,63.64919355,53.84672619,54.84094053,62.44489247,18.33534946,53.27553763
2006-08-31 00:00:00,49,105.7,124.4,237.2,103.5,133.9,90.2,72,130,79.2,103.7,0.22,-0.17,0.71,0.19,1.65,0.8,2.1,1.9,1.6,22.1,1.7,0,10.6,0.4,4.8,15.49726776,16.18266129,13.74650538,18.15954301,56.79569892,53.84672619,55.25403226,54.58467742,18.62526882,53.1344086
2006-09-30 00:00:00,103,81,96.3,182.5,80,101.6,69,54.8,98.9,61.5,81.6,-0.3,-0.49,0.14,-0.3,0.34,0.6,1.1,0.9,0.3,1.9,0.4,0,0.1,1.1,3.6,20.24166667,20.41888889,17.43236111,20.91625,43.13333333,53.84672619,49.19166667,51.16388889,20.94486111,54.19305556
2006-10-31 00:00:00,193,62.6,84.9,145.4,71.7,116.7,69.5,40.7,93.9,46,83,-0.98,-1.04,-0.73,-1.1,-0.51,3.9,14.3,11.3,12.4,43.1,19.3,1,21.1,1.3,24.6,24.81187584,25.15967742,21.40981183,24.46841398,51.56410256,53.84672619,54,55.40456989,23.97674731,59.61290323
2006-11-30 00:00:00,141,120.6,177.1,252.4,112.6,197.9,145,108.9,185.8,116.2,134.6,-0.37,-0.25,0.13,0.03,0.52,79,119.3,152.8,63.1,118.4,98.4,82,121.6,85.6,79.4,23.79846369,24.26777778,20.77430556,24.015,69.81145251,53.84672619,68.77222222,67.94305556,24.01555556,63.625
2006-12-31 00:00:00,114,140.2,236.3,321.8,153.9,275.2,254.7,154.8,254,200.9,149.2,-0.54,-0.24,0.22,0.34,0.89,62.4,118.2,155.7,78.6,140,157.7,82.6,128.9,124.1,59,26.40376344,26.54852151,22.96929461,26.64878378,67.05645161,53.84672619,65.86445367,62.27027027,25.94086022,63.00134409
2007-01-31 00:00:00,122,151.8,215.2,304.3,141.5,244.7,220.2,137.7,211.2,164.3,145.8,-0.8,-0.9,-0.69,-0.68,-0.74,56.6,52.5,85.6,36.3,52.8,44,30.9,35.6,27.1,43.1,25.96518817,25.3422043,22.14558405,24.78545455,65.02822581,53.84672619,64.2037037,67.79865772,25.0905914,65.68548387
2007-02-28 00:00:00,158,153.8,187.7,263.9,122.6,204.6,187.7,112.6,171.9,144.4,119.5,-0.9,-1.02,-1.04,-0.99,-1.24,45.4,31.6,46.4,21.7,24.4,25.7,12.6,17.8,23.2,14.3,26.81904762,26.80089286,23.64568452,26.40104167,54.65178571,53.84672619,57.90029762,63.09077381,26.23154762,64.10416667
2007-03-31 00:00:00,90,197,185.5,322.3,191.4,194.6,188.4,136,160.5,151,119.1,-0.51,-1.13,-0.74,-0.67,-1.65,83.1,44,125.6,100,38,45.3,50.2,29.1,41.4,28.1,25.79677419,25.05403226,21.9297043,24.6202957,52.125,53.84672619,58.54704301,63.34677419,25.60430108,56.8561828
2007-04-30 00:00:00,499,163.5,196.2,287.2,161.6,184,164.7,122.1,146.7,142.3,111.9,-0.61,-0.97,-0.76,-0.7,-1.66,17.8,54.4,47.3,21.7,34.4,20.4,19.8,22.7,27.1,20.8,20.58125,20.29708333,18.50152778,21.49222222,71.82777778,53.84672619,69.60138889,75.025,22.21347222,69.03055556
2007-05-31 00:00:00,234,126.8,148.9,220.2,123.7,141.7,128,93.9,113.5,109.3,86,-0.74,-1.05,-0.87,-0.82,-1.7,0.6,0,0.2,0,0.2,0,0,0,0,0,12.98625277,15.77298387,14.67069892,17.68776882,48.64678179,53.84672619,50.03091398,59.07392473,19.59422043,47.88172043
2007-06-30 00:00:00,18,102.2,117.7,179.3,99.2,123.9,101.4,74.1,91.5,90.1,84.5,-0.78,-1.09,-0.92,-0.86,-1.71,2,0.8,5.9,1.8,12.7,0.3,0,2.2,3.9,17,13.25138889,14.02319444,12.71583333,16.53972222,53.63888889,53.84672619,57.93333333,62.52361111,18.02194444,55.30277778
2007-07-31 00:00:00,22,87.3,117.9,171.6,91.6,98.4,91.6,58.3,79.1,71.6,68.9,-0.75,-0.87,-0.72,-0.87,-1.48,6.7,25.6,30.9,13.3,3.3,12.2,0,8.1,1.2,4.7,12.03561828,12.75362903,11.8719086,15.40430108,47.85483871,53.84672619,54.95833333,59.48790323,17.03266129,51.56989247
2007-08-31 00:00:00,7,71.1,91,151,71.1,74.5,72.6,45.1,61.9,55.1,52.1,-0.79,-0.98,-0.68,-0.95,-1.6,3.6,2.4,20.9,1,0.1,3.5,0,2.6,0,0,15.9827957,16.89583333,14.65040323,17.98467742,36.37231183,53.84672619,49.1155914,54.15725806,19.36975806,46.18145161
2007-09-30 00:00:00,201,103.9,104.1,186.5,116.1,76.3,83.2,60,79.4,71.9,81.3,0.32,-0.7,0.2,-0.39,-0.75,50.2,36,74.1,62.1,21.4,29.8,26.4,34.3,30.8,42.5,23.22690141,22.74152778,19.31888412,21.94513889,34.42977528,53.84672619,49.65665236,53.78333333,22.66333333,53.02083333
2007-10-31 00:00:00,236,102.6,145.6,249.1,143.9,153.9,143.2,119.5,116.8,127.6,163.5,-0.05,0.12,0.91,1.68,0.31,29.5,72.1,116.7,62.2,101.5,85.8,78,62.7,77.9,107.2,22.4495212,21.78897849,18.39865591,20.55403226,56.45964432,53.84672619,68.5094086,76.28763441,21.5155914,66.84811828
2007-11-30 00:00:00,119,205.8,245.3,311.3,204.8,253.1,224.3,163.9,231.3,159.9,204.7,1.3,0.97,1.03,1.52,1.61,133.4,144.9,137.2,103.3,149.5,127.3,82.8,152.4,73.3,91.9,24.14842407,22.56666667,20.21888412,23.28194444,57.21037868,53.84672619,70.23462089,71.10277778,23.50180556,67.93194444
2007-12-31 00:00:00,255,363.6,311.5,463.2,268.8,280.9,219.7,230.2,302,210.3,262.7,3.07,1.04,2.15,2.35,2.02,220.3,139.8,241.4,123.3,104.4,63.3,114.5,141.5,97.6,115.8,23.39851552,22.53779762,20.06303763,21.9702957,67.69905533,72.21327014,74.53763441,84.17876344,23.17123656,72.7688172
2008-01-31 00:00:00,249,309.1,302.1,532.6,270,429.8,239.1,239.1,389.1,263.7,477.4,0.85,-0.12,0.88,0.88,2.04,52.1,76.9,200.5,75.7,224.6,76.9,73.2,170.7,111.4,286,23.56424731,24.00362903,21.47836022,23.03481183,72.38037634,70.73521505,72.94354839,82.27016129,24.23172043,71.6922043
2008-02-29 00:00:00,295,266.2,294.9,491.4,241.7,377.1,207.4,191,321.9,215.4,377.3,0,-0.31,0.09,0.05,0.66,34.1,69,100.5,41,65.6,29.3,13.3,36.9,22.4,34.8,24.02251185,25.59238506,22.43304598,24.43012048,61.21563981,52.05890805,61.4612069,66.57814871,25.16867816,61.87356322
2008-03-31 00:00:00,1195,236.2,253,440.6,199.9,391.9,218.9,156.9,301.4,217.6,410.3,-0.17,-0.65,-0.12,-0.38,0.58,31.7,29.9,69.5,16.5,105.7,60,9.3,54.2,52.6,121.5,22.17386364,23.48051075,20.38575269,21.6538358,69.79734848,62.77284946,71.62768817,79.07267833,24.17768817,64.9811828
2008-04-30 00:00:00,498,203,238.1,364.4,178.4,316.5,184.7,131.4,252.1,181.3,323.7,-0.15,-0.53,-0.2,-0.48,0.43,19.3,42.8,25.3,22.5,19.3,18.5,8,19.7,15.3,13.1,17.93555556,19.91722222,17.48319444,19.47055556,61.71388889,53.95138889,64.11944444,71.78888889,21.05902778,62.89722222
2008-05-31 00:00:00,246,160.5,186.2,289.6,140.5,272.3,151.7,108.8,207.9,150.5,273,-0.25,-0.6,-0.28,-0.41,0.46,1.8,2.8,4.7,1.9,25,8.6,5.3,10.6,9.2,19.5,15.93943472,18.27567204,16.26209677,18.83400538,63.57258065,56.75403226,61.66666667,69.99731183,20.52163978,59.3266129
2008-06-30 00:00:00,62,126.1,147.7,235.8,109.8,214.4,118,85,162.8,117.5,214.9,-0.27,-0.61,-0.26,-0.41,0.35,0.2,2.2,8.7,0.1,2.2,0,0,0,0,1.5,12.79103641,15.30847222,13.86333333,16.81861111,56.56582633,51.68472222,58.42916667,68.65833333,18.34583333,57.48888889
2008-07-31 00:00:00,37,98.5,115,192.7,87.8,167.9,91.2,65.5,127.2,92.9,168.1,-0.31,-0.66,-0.26,-0.43,0.24,0.8,0.9,10.7,3.2,0.3,0,0,0.4,1.5,0,12.94200542,14.66276882,13.39327957,16.88655914,50.87127371,50.40322581,53.34408602,61.06586022,18.11760753,50.7983871
2008-08-31 00:00:00,16,75,91.1,157.8,65.7,129.4,69,48.7,96.7,70.5,129.2,-0.36,-0.7,-0.26,-0.47,-0.03,1,3.9,12.7,0.3,0.4,0,0,0,0,0,17.99918589,18.42432796,16.23615591,18.44513032,37.59837178,40.57258065,50.82795699,59.04389575,19.92043011,52.19354839
2008-09-30 00:00:00,197,53.4,67.5,118.9,46.5,98.1,49.8,34,72.7,51.3,95.6,-0.63,-0.88,-0.51,-0.72,-0.5,0,1.6,4.7,0.1,2.2,0,0,2.4,0,0,21.91305556,21.52694444,18.93847222,21.47721519,30.74861111,36.80833333,47.25833333,52.72714487,21.63402778,49.30694444
2008-10-31 00:00:00,129,38.6,87.2,113.8,45.7,131.1,79.4,39.8,85.2,48.6,86.8,-1.14,-0.9,-0.79,-0.83,-0.6,3.1,41.2,31.4,14.7,62.6,46,18.4,35.8,13.6,19.8,26.82002688,25.66787634,21.37862903,23.2805668,34.21639785,40.72043011,54.95967742,58.54166667,23.30524194,57.13709677
2008-11-30 00:00:00,131,79,163.4,212.2,138.7,194.3,182.9,96.4,187.9,145,192,-0.97,-0.52,-0.3,-0.25,0.57,56.8,106.7,137.1,110.2,107.1,130.8,72,133.4,113.4,134.6,26.05,24.89736111,21.33083333,23.06916667,50.404,60.49166667,73.16666667,74.64861111,23.90777778,68.88611111
2008-12-31 00:00:00,92,168.8,206,274,139.4,291.8,169.5,127.1,205.8,171.2,218,-0.14,-0.84,-0.33,-0.35,-0.25,119.3,95.4,133,47.2,159.7,44.4,63.4,80.2,74.6,91,26.97896552,25.56155914,22.35080645,24.50336022,54.69655172,60.47580645,69.19758065,70.10080645,24.8094086,70.13709677
2009-01-31 00:00:00,198,244.2,274.5,390.1,294.6,385,211.4,249.2,307.8,256.9,327.4,0.14,-0.53,-0.11,1.03,0.77,127.6,128.1,198.3,194.6,182.1,88.1,159.3,161.9,135.8,176.5,25.55991561,25.05483871,22.61209677,24.19838493,67.23488045,72.53091398,77.37096774,81.57258065,25.08494624,77.78225806
2009-02-28 00:00:00,287,214.2,321.5,455.7,275.9,374.3,247.1,214.1,321.9,227.6,323,-0.44,-0.27,-0.12,0.36,0.66,39.4,123.1,175.7,67.2,96.9,92.4,36.7,100.2,42.8,88.9,24.3796748,24.25104167,21.56205357,23.40059524,68.30081301,69.5639881,75.08035714,78.33333333,24.3796131,75.70535714
2009-03-31 00:00:00,582,206.9,272.9,451.8,247.9,342.1,228.8,210.1,283.2,230.4,299.9,-0.45,-0.61,-0.1,0.41,0.28,45.1,35.7,116.4,41.2,62.6,46.4,47.9,43.8,58.7,60.2,21.82957359,22.06344086,19.8797043,21.40456989,68.70247934,73.52688172,72.82123656,78.38037634,22.50510753,75.79301075
2009-04-30 00:00:00,148,165.3,215.3,366.3,198.1,263.8,184.2,162,217.6,175.3,230.8,-0.63,-0.83,-0.23,0.06,-0.29,7,5.8,25,7.7,1.6,9.9,1.5,0,0.1,1.6,19.89497207,20.19958333,18.22722222,20.00944444,55.29189944,58.59722222,61.61805556,71.10416667,21.15541667,65.31666667
2009-05-31 00:00:00,145,149.4,184.6,308.8,166,224.5,169.9,132.6,187.6,150.5,194.4,-0.5,-0.75,-0.22,0.05,-0.02,19.2,14.7,22.9,9.7,16.2,25.6,4.5,15.3,12.1,12.2,16.19204852,17.23400538,15.55497312,18.1172043,58.47708895,62.57392473,65.63172043,69.35080645,19.78521505,62.90053763
2009-06-30 00:00:00,71,123.2,156.6,282.5,159.9,194.4,146.5,114.6,166.6,141.9,186.4,-0.49,-0.69,0.13,0.32,0.47,6.5,11.6,40.4,29,17.8,14.8,9.6,19.1,23.6,33.1,14.0125,14.8425,13.55527778,16.77833333,57.92638889,59.52083333,59.19444444,61.3375,18.39138889,53.53888889
2009-07-31 00:00:00,28,99.5,132.9,232.3,126.2,152.8,115.9,89.4,130.2,112.2,144.6,-0.54,-0.66,0.07,0.17,0.36,3.2,11.1,14.2,3.4,2,2.8,0,1.3,3.2,1.4,11.01380244,13.00228495,11.39448925,14.01448468,51.65629229,53.6827957,58.97446237,66.50767085,16.00483871,56.4327957
2009-08-31 00:00:00,11,77,103.7,181.1,97.6,127.7,89.7,69.1,101.6,86.2,115.4,-0.65,-0.74,-0.13,0.07,0.22,0.1,2.2,2.1,0.4,10.2,0.6,0,1.5,0,3.9,15.58252688,16.28534946,14.42379032,17.08508065,45.06451613,46.44086022,53.82258065,55.79032258,18.61854839,55.66397849
2009-09-30 00:00:00,78,59.5,79.4,147.6,77.3,98.9,81.9,54.4,95.2,73.7,115.8,-0.86,-0.87,-0.4,-0.32,0.21,1.3,1.9,9.9,3.5,4.4,14.6,2.6,19.3,8.8,29.1,22.28235294,22.06694444,19.19777778,19.89333333,38.95798319,41.62916667,52.09305556,59.00972222,22.08361111,53.07777778
2009-10-31 00:00:00,178,46.7,72.7,152.3,67.3,166.6,94.5,62.5,135.8,101.1,135.7,-1.33,-1.22,-0.58,-0.32,1,4,16.1,44.5,11.7,96.8,36.5,24.1,69.1,48.6,53.7,23.60296736,24.4530914,20.57486559,21.89317872,54.03857567,51.30510753,60.63978495,62.36065574,23.09905914,61.41801075
2009-11-30 00:00:00,109,137.5,216.3,337.5,168.8,232.9,196.5,100.4,214.6,110.3,194.8,-0.35,0.47,1.43,-0.18,1.21,106.7,167.7,232.4,123.6,121,132.1,59.2,123,42.3,102.1,24.52733224,25.86063676,20.05888889,21.16541667,53.33770492,60.60781476,69.72222222,68.33472222,23.09666667,66.00555556
2009-12-31 00:00:00,224,132.3,224,354.5,174.4,263.5,227,152.7,257.6,149.7,275.9,-0.94,-0.4,0.66,0.28,0.97,41.5,78.5,124.7,60.8,103.3,91.5,85.5,109.4,73.3,141.2,25.98545953,28.26854839,21.94556452,21.35282258,57.14128944,66.19892473,70.77150538,76.03629032,24.99650538,69.91935484
2010-01-31 00:00:00,420,142.5,292.8,399.8,172,310.6,272.7,143.3,282.7,168.2,314.5,-1.13,-0.23,-0.03,-0.59,0.38,48.8,133.3,147.3,49.4,122.7,110.4,38.1,99.5,63.4,120.3,25.57361299,28.67311828,21.93655914,21.19457917,64.45196211,65.18145161,71.52956989,77.93982808,24.95645161,70.48655914
2010-02-28 00:00:00,210,185.1,249.1,422.9,190.7,281.3,223.7,114.2,238.5,141.4,263.7,-0.84,-0.63,-0.25,-0.99,-0.42,80.6,37.5,132,63.8,54.4,25.2,8.4,31,18.8,34.2,25.6319403,29.05877976,21.98005952,21.72278861,58.11641791,59.58333333,69.78571429,76.55022489,25.64732143,67.87797619
2010-03-31 00:00:00,153,166.7,240,380.4,162.5,268.8,211.5,101.3,273,160.4,271.4,-0.94,-0.77,-0.44,-1.21,0.11,31.2,50.1,66,20.6,55.5,40.4,13.4,90.1,53.1,70,25.06008065,28.46048387,21.11854839,22.32096774,56.15725806,58.36424731,71.10080645,78.05107527,24.98776882,69.75806452
2010-04-30 00:00:00,423,208.9,356,487.6,281.9,307.5,307.4,132.1,346.8,224.5,372.9,-0.39,0.64,0.66,-0.56,2.39,82.1,172,196.6,156.8,101.7,144.9,53.2,141,104,166.3,20.03764368,23.40708333,17.45986111,18.89194444,76.19252874,81.25972222,84.85138889,87.33194444,21.76652778,78.72916667
2010-05-31 00:00:00,120,161.2,267.1,380.1,209.8,256.5,251.9,105.6,282.9,201,302.8,-0.54,0.29,0.4,-0.62,2.27,5.8,5.4,17.8,5.1,25.6,25.8,7.1,26.1,36.4,27.8,16.74466937,20.56155914,15.83561828,17.5108871,69.60593792,70.28091398,73.63709677,81.59811828,19.80537634,73.65994624
2010-06-30 00:00:00,30,126.5,210.2,309.5,167.8,197.7,193.2,81.6,217.6,152.3,232.4,-0.63,0.24,0.4,-0.7,2.06,1,2.9,15.2,5.9,0.1,0,0,0.1,0,0,11.39111111,14.32013889,11.74888889,14.11402778,60.56111111,58.94722222,64.00277778,72.83888889,15.9425,63.40694444
2010-07-31 00:00:00,9,105.3,168.6,271.9,135.3,154.4,151.7,64.6,170.5,119.2,182.2,-0.65,0.14,0.55,-0.72,1.89,5.7,3.7,30.5,3.9,0,0.4,0.8,0,0,0,13.53951613,15.37271505,11.94180108,14.17594086,53.06586022,51.63037634,65.50672043,75.62096774,16.50658602,65.79032258
